HGNC.symbol,MGI.symbol
PPIL3,Ppil3
CYBC1,Cybc1
ACIN1,Acin1
POMK,Pomk
BECN1,Becn1
FCER2,Fcer2a
GRK4,Grk4
SMAP2,Smap2
DNAAF6,Dnaaf6
WASF2,Wasf2
C12orf60,BC049715
RNU1-74P,Gm22866
TTC1,Ttc1
OTOF,Otof
COX10,Cox10
PPP2R1A,Ppp2r1a
ITGB1,Itgb1
PROM1,Prom1
FNBP4,Fnbp4
C1orf185,4930522H14Rik
TMEM222,Tmem222
TPRG1L,Tprgl
JPH3,Jph3
DENND2B,Denn2b
TRPV2,Trpv2
PRKAG2,Prkag2
SYNGAP1,Syngap1
GJB5,Gjb5
FOXL2,Foxl2
PIGA,Piga
RNU6-367P,Gm25522
ASIC2,Asic2
COL11A1,Col11a1
SH3RF1,Sh3rf1
PPP2R5D,Ppp2r5d
HS2ST1,Hs2st1
CEBPE,Cebpe
ZBTB48,Zbtb48
HADHB,Hadhb
ASAP3,Asap3
MFHAS1,Mfhas1
HSPBAP1,Hspbap1
PPIE,Ppie
RNU6-787P,Gm23269
MPZL3,Mpzl3
NAGS,Nags
SRPX,Srpx
RNU6-543P,Gm23858
PINLYP,Pinlyp
SNORA31,Gm24240
PNMA8C,Gm42372
TAS1R3,Tas1r3
ABHD15,Abhd15
RNF6,Rnf6
RNU6-1,Gm25064
CABP4,Cabp4
NOP9,Nop9
MKRN1,Mkrn1
SOD2,Sod2
FKBP14,Fkbp14
IGBP1P2,Igbp1
DUSP11,Dusp11
ZNF383,Zfp383
TRAF4,Traf4
ATP6V0E1,Atp6v0e
PPP1R9A,Ppp1r9a
PZP,Gm7298
PZP,Mug1
FBXL12,Fbxl12
TAS2R4,Tas2r108
ASB15,Asb15
SEMA4A,Sema4a
ZC3H4,Zc3h4
CHERP,Cherp
RFNG,Rfng
PFN4,Pfn4
SQSTM1,Sqstm1
SLC22A7,Slc22a7
SSX3,Ssxb10
SSX3,Ssxb9
SSX3,Ssxb1
SSX3,Ssxb2
SSX3,Gm14459
SSX3,Ssxb6
SSX3,Ssxb3
SSX3,Ssxb8
SSX3,Ssx9
SSX3,Ssxb5
SSX3,Gm6592
SSX3,Gm5751
SSX3,Ssxa1
SSX3,Gm21876
RGS17,Rgs17
SFRP1,Sfrp1
TESC,Tesc
TESC,Tescl
IFT46,Ift46
ENAH,Enah
RGL3,Rgl3
FOSB,Fosb
TTLL9,Ttll9
SLC39A5,Slc39a5
CLEC4M,Cd209f
CLEC4M,Cd209g
SNORA47,Snora47
GGA1,Gga1
PLCXD3,Plcxd3
UBA52,Uba52
CALM3,Calm3
CCNYL1,Ccnyl1
XXYLT1,Xxylt1
CALR3,Calr3
OAZ2,Oaz2
ZNF106,Zfp106
RNU6-559P,Gm23390
FANCD2OS,Fancd2os
ACTR1B,Actr1b
CCDC89,Ccdc89
SYTL3,Sytl3
OR56B1,Olfr504
UHRF1BP1,Uhrf1bp1
CYLC1,Cylc1
SKOR1,Skor1
COMMD3,Commd3
G6PC2,G6pc2
PRKCZ,Prkcz
DLL1,Dll1
IL20RA,Il20ra
VAMP8,Vamp8
DCAKD,Dcakd
GUCD1,Gucd1
MYH8,Myh8
IRF2BP1,Irf2bp1
EXOSC7,Exosc7
METAP1,Metap1
REPS1,Reps1
CORO6,Coro6
DHRS3,Dhrs3
C14orf119,1700123O20Rik
NUTF2,Nutf2-ps1
P2RY12,P2ry12
CEACAM20,Ceacam20
GGTLC1,Ggt1
MON1B,Mon1b
LATS1,Lats1
MIR200A,Mir200a
NUPR1,Nupr1
RNU6-864P,Gm24676
TMEM108,Tmem108
ARNT2,Arnt2
SMLR1,Smlr1
RNU6-399P,Gm25401
AAAS,Aaas
SNORA70C,Gm23996
SNORA70C,Gm25979
PDLIM5,Pdlim5
KIFAP3,Kifap3
MRPL34,Mrpl34
TRBV3-1,Trbv4
NEMP2,Nemp2
CORO1A,Coro1a
TEX101,Tex101
FOLH1,Folh1
TEN1,Ten1
MTA3,Mta3
PIK3R4,Pik3r4
FASN,Fasn
PRSS53,Prss53
TNRC6B,Tnrc6b
IL27,Il27
TFF3,Tff3
FCAMR,Fcamr
RFFL,Rffl
OSTF1,Ostf1
PRMT5,Prmt5
DR1,Dr1
EVI2A,Evi2a
ZFP91-CNTF,Gm44505
ZFP91-CNTF,Zfp91
NAGLU,Naglu
TIFAB,Tifab
HAUS4,Haus4
ERLIN2,Erlin2
CELA3A,Cela3a
CELA3A,Cela3b
POLE,Pole
SNORA77,Gm25777
NGDN,Ngdn
MINAR1,Minar1
PLEKHG2,Plekhg2
RANBP1,Ranbp1
ATPAF2,Atpaf2
AGO1,Ago1
EIF2AK2,Eif2ak2
OR4C15,Olfr1218
OR4C15,Olfr1219
OR4C15,Olfr1220
OR4C15,Olfr1221
OR4C15,Olfr1222
OR4C15,Olfr1223
OR4C15,Olfr1224-ps1
OR4C15,Olfr1225
OR4C15,Olfr1226
OR4C15,Olfr1228
OR4C15,Olfr1229
OR4C15,Olfr1232
ZDHHC2,Zdhhc2
CEP104,Cep104
CDC20B,Cdc20b
RPL26,Rpl26
EPYC,Epyc
RNU2-34P,Gm23022
TMEM107,Tmem107
THSD8,Gm49661
SLC27A1,Slc27a1
OR5B12,Olfr1445
OR5B12,Olfr1448
GNA14,Gna14
PPIL1,Ppil1
PRC1,Prc1
ARR3,Arr3
SLC4A2,Slc4a2
RAB25,Rab25
FMOD,Fmod
LINGO4,Lingo4
DYNC1LI1,Dync1li1
HSPE1,Hspe1
C20orf96,6820408C15Rik
ABCB4,Abcb4
RAP1GDS1,Rap1gds1
TRDV3,Trdv5
PTOV1,Ptov1
ZNHIT2,Znhit2
TMEM167A,Tmem167
MYO5C,Myo5c
CDK5R1,Cdk5r1
VANGL1,Vangl1
TOMM7,Tomm7
HES3,Hes3
CCSAP,Ccsap
IGDCC3,Igdcc3
ARHGAP9,Arhgap9
NRAS,Nras
ABR,Abr
HEATR3,Heatr3
VASH2,Vash2
TRAV34,Trdv1
PPP1R2,Ppp1r2
RIOK2,Riok2
CDKL4,Cdkl4
ACP2,Acp2
IL20RB,Il20rb
U2AF1,U2af1
ULK3,Ulk3
PPCDC,Ppcdc
USP30,Usp30
CCDC189,Ccdc189
TRPV4,Trpv4
SLC33A1,Slc33a1
ACKR4,Ackr4
CCDC81,Ccdc81
PRR14,Prr14
MAN2B2,Man2b2
FLACC1,Flacc1
GJB3,Gjb3
ADAM11,Adam11
SSH2,Ssh2
PTPRF,Ptprf
ANKRD17,Ankrd17
FAM187A,Fam187a
TMEM88B,Tmem88b
TMEM60,Tmem60
NGEF,Ngef
WDR72,Wdr72
XPNPEP1,Xpnpep1
MIR371A,Mir292
MIR371A,Mir293
OR13G1,Olfr309
SMAD3,Smad3
CBLC,Cblc
ABHD16B,Abhd16b
TRIM69,Trim69
HIBCH,Hibch
CHRND,Chrnd
MSN,Msn
ST7,St7
ZNF367,Zfp367
EFNA4,Efna4
GPR3,Gpr3
TAGLN,Tagln
SPACA9,Spaca9
REX1BD,Rex1bd
SCYL3,Scyl3
GALNTL5,Galntl5
NLRP9,Nlrp9b
PRSS37,Prss37
SBF2,Sbf2
SCRIB,Scrib
LMBRD1,Lmbrd1
HSD3B2,Hsd3b9
HSD3B2,Hsd3b4
HSD3B2,Hsd3b8
HSD3B2,Hsd3b5
HSD3B2,Hsd3b2
HSD3B2,Hsd3b3
HSD3B2,Hsd3b6
HSD3B2,Hsd3b1
TARBP1,Tarbp1
CYREN,Cyren
SPATA6,Spata6
BAHCC1,Bahcc1
ALDH8A1,Aldh8a1
CENPA,Cenpa
ACSS2,Acss2
DYNLT5,Dynlt5
ZNF541,Zfp541
GPR160,Gpr160
KDM4A,Kdm4a
BCOR,Bcor
ANKDD1A,Ankdd1a
GPRC5D,Gprc5d
HAGHL,Haghl
FUNDC1,Fundc1
BEND7,Bend7
DMRTA2,Dmrta2
ACTG1,Actg1
ASPHD1,Asphd1
CAPN3,Capn3
ZDHHC18,Zdhhc18
KLHL10,Klhl10
SKP2,Skp2
RNFT2,Rnft2
FBL,Fbl
MUTYH,Mutyh
NPHP3,Nphp3
ANKRD10,Ankrd10
ALX3,Alx3
MVP,Mvp
IPCEF1,Ipcef1
PROP1,Prop1
AMOT,Amot
CDK18,Cdk18
BMP5,Bmp5
INO80B-WBP1,Ino80b
MIR31,Mir31
ZBTB37,Zbtb37
LUZP1,Luzp1
TAMM41,Tamm41
PNLDC1,Pnldc1
MIR335,Mir335
TFPI2,Tfpi2
RNF168,Rnf168
ALS2,Als2
RPGR,Rpgr
C6orf226,2310039H08Rik
S100A14,S100a14
SLC30A2,Slc30a2
SLC7A2,Slc7a2
MYO1H,Myo1h
SERP1,Serp1
SS18L1,Ss18l1
HTRA3,Htra3
RSPH14,Rsph14
CPA4,Cpa4
PTGER2,Ptger2
ABLIM2,Ablim2
CEP131,Cep131
SNORA58B,Gm24608
NDUFS8,Ndufs8
EXOC7,Exoc7
TEX46,Tex46
H1-0,H1f0
MAFG,Mafg
CD164L2,Cd164l2
MAOB,Maob
PANK4,Pank4
UBE2N,Ube2n
CCDC200,Gm11634
ARRDC4,Arrdc4
ADD3,Add3
FBXL13,Fbxl13
NLRX1,Nlrx1
SS18L2,Ss18l2
KCNMB2,Kcnmb2
MAGEA2,Magea13
GGTLC2,Ggt1
OTUD6A,Otud6a
DEFB123,Defb36
WNK1,Wnk1
LILRB5,Pirb
LILRB5,Pira1
LILRB5,Pira13
LILRB5,Pira2
LILRB5,Pira12
LILRB5,Lilra6
LILRB5,Lilra5
RNU6-362P,Gm23194
C5orf47,4930524B15Rik
RNASE2,Ear1
RNASE2,Ear10
RNASE2,Ear2
GDPD3,Gdpd3
ARHGEF26,Arhgef26
ZNF664,Zfp664
CYB5R2,Cyb5r2
TMEM106A,Tmem106a
SLC26A8,Slc26a8
CUTA,Cuta
DNAJB14,Dnajb14
SPAG11B,Spag11b
PINK1,Pink1
JMY,Jmy
HLA-E,H2-T24
HLA-E,H2-T23
HLA-E,H2-T22
HLA-E,Gm11127
HLA-E,Gm7030
HLA-E,H2-T10
HLA-E,Gm8909
HLA-E,H2-T3
HLA-E,H2-M10.2
HLA-E,H2-M10.1
HLA-E,H2-M10.3
HLA-E,H2-M10.4
HLA-E,H2-M11
HLA-E,H2-M9
HLA-E,H2-M1
HLA-E,H2-M10.5
HLA-E,H2-M10.6
HLA-E,H2-M3
HLA-E,H2-M2
HLA-E,H2-M5
HLA-E,H2-K1
COL8A2,Col8a2
NSRP1,Nsrp1
FAM43B,Fam43b
RNU6-1263P,Gm23623
MAP2K1,Map2k1
POU3F1,Pou3f1
TTBK1,Ttbk1
PDIK1L,Pdik1l
TUBG1,Tubg1
STAU2,Stau2
NUP205,Nup205
GPR37,Gpr37
FLNB,Flnb
LRRC47,Lrrc47
JUND,Jund
CECR2,Cecr2
PADI2,Padi2
CCNQ,Ccnq
RPS6KA1,Rps6ka1
FOXP1,Foxp1
RNU6-53P,Gm23678
SPRTN,Sprtn
HBA2,Hba-a1
HBA2,Hba-a2
AEBP2,Aebp2
CDHR4,Cdhr4
CBL,Cbl
VSIR,Vsir
DUSP5,Dusp5
PLEKHG4,Plekhg4
GMEB1,Gmeb1
APOLD1,Apold1
ALS2CL,Als2cl
MARCHF1,Marchf1
MTF1,Mtf1
TMEM236,Tmem236
TPD52,Tpd52
SEC22A,Sec22a
ZNF579,Zfp579
FCGRT,Fcgrt
COLEC12,Colec12
CGRRF1,Cgrrf1
ALDH4A1,Aldh4a1
SERTM2,A730046J19Rik
RMDN2,Rmdn2
VILL,Vill
RNU6-505P,Gm24805
RNU6-1192P,Gm22078
MORN3,Morn3
CRISP3,Crisp3
CRISP3,Crisp1
GOLGA3,Golga3
GGPS1,Ggps1
RNU6-710P,Gm23516
CD52,Cd52
RFX7,Rfx7
MPG,Mpg
BBOF1,Bbof1
C2orf81,1700003E16Rik
SSX4,Ssxb10
SSX4,Ssxb9
SSX4,Ssxb1
SSX4,Ssxb2
SSX4,Gm14459
SSX4,Ssxb6
SSX4,Ssxb3
SSX4,Ssxb8
SSX4,Ssx9
SSX4,Ssxb5
SSX4,Gm6592
SSX4,Gm5751
SSX4,Ssxa1
SSX4,Gm21876
MRPS18B,Mrps18b
CNOT7,Cnot7
MIR671,Mir671
SAG,Sag
DNAH7,Dnah7a
ADGRG5,Adgrg5
CCDC8,Ccdc8
STK10,Stk10
CEP43,Cep43
BBS10,Bbs10
OTOS,Otos
TSPAN5,Tspan5
ELOVL3,Elovl3
LDB1,Ldb1
OR6C68,Olfr780
KCNA7,Kcna7
PHACTR4,Phactr4
YTHDF2,Ythdf2
SNORD83B,Snord83b
MAP4K3,Map4k3
KANK3,Kank3
IHO1,Iho1
RNU1-67P,Gm22739
SELENOI,Selenoi
PLA2G4E,Pla2g4e
THBS3,Thbs3
ABHD3,Abhd3
GPT2,Gpt2
PLEC,Plec
RNU6-1310P,Gm24521
BAIAP2L2,Baiap2l2
ADAMTS10,Adamts10
CHRM2,Chrm2
RTEL1-TNFRSF6B,Rtel1
TTLL13P,Ttll13
NEDD8,Nedd8
CSDE1,Csde1
UGT1A5,Ugt1a5
UGT1A5,Ugt1a2
SATB2,Satb2
CCDC78,Ccdc78
PDP2,Pdp2
POMGNT1,Pomgnt1
MIR204,Mir204
LRMDA,Lrmda
PPFIA2,Ppfia2
TM4SF19,Tm4sf19
SYCP1,Sycp1
SNORA46,Gm26493
DDX60,Ddx60
ECEL1,Ecel1
CNOT3,Cnot3
GAD1,Gad1
CBLN3,Cbln3
SNORA7B,Snora7a
ANKRD52,Ankrd52
ADH4,Adh4
MIR1-2,Mir1a-2
RBBP5,Rbbp5
C14orf180,A530016L24Rik
TNNT1,Tnnt1
KRT34,Krt34
TSPAN1,Tspan1
ANAPC16,Anapc16
TAF8,Taf8
TMEM165,Tmem165
FAM189A1,Fam189a1
HOXA11,Hoxa11
WEE1,Wee1
SULT1E1,Sult1e1
CDHR1,Cdhr1
NUMBL,Numbl
PDE3B,Pde3b
ADGRD1,Adgrd1
UGDH,Ugdh
TMEM132D,Tmem132d
STRN,Strn
C16orf95,1700018B08Rik
GPR155,Gpr155
RAD50,Rad50
SH3RF3,Sh3rf3
BRPF3,Brpf3
CNNM2,Cnnm2
FAM71F2,Fam71f2
MRTO4,Mrto4
METAP1D,Metap1d
ZC4H2,Zc4h2
EGR4,Egr4
SLC2A1,Slc2a1
CPVL,Cpvl
ANGPTL1,Angptl1
SRP72,Srp72
SPECC1L-ADORA2A,Specc1l
LRIT1,Lrit1
OR6C1,Olfr786
OR6C1,Olfr802
RASL11A,Rasl11a
MTMR2,Mtmr2
CCL17,Ccl17
STX2,Stx2
AKT1S1,Akt1s1
SLC13A4,Slc13a4
IL4,Il4
MLX,Mlx
MLPH,Mlph
GPR12,Gpr12
WNK4,Wnk4
LRRC75B,Lrrc75b
TPM4,Tpm4
AQP9,Aqp9
PPRC1,Pprc1
ZNF623,Zfp623
NAGK,Nagk
EIF2B3,Eif2b3
E2F2,E2f2
PACSIN3,Pacsin3
MUC20,Muc20
CLN3,Cln3
GFY,Gfy
NDC80,Ndc80
MXD4,Mxd4
ADAMTS3,Adamts3
USH2A,Ush2a
PA2G4,Pa2g4
AKR1A1,Akr1a1
C19orf44,1700030K09Rik
XRCC4,Xrcc4
RNF214,Rnf214
CDH26,Cdh26
MMP24,Mmp24
TENT5C,Tent5c
HOOK2,Hook2
B3GNT9,B3gnt9
PFKFB2,Gm29427
PFKFB2,Pfkfb2
AGK,Agk
GEN1,Gen1
PRAMEF14,Pramel32
PRAMEF14,Pramel17
PRAMEF14,C130073F10Rik
PRAMEF14,Pramel18
PRAMEF14,Pramel19
PRAMEF14,Gm12790
PRAMEF14,Gm12789
PRAMEF14,Pramel21
PRAMEF14,Pramel22
PRAMEF14,Pramel23
PRAMEF14,Pramel24
PRAMEF14,Pramel25
PRAMEF14,Pramel26
PRAMEF14,Pramel27
PRAMEF14,Pramel11
PRAMEF14,Pramel16
PRAMEF14,Pramel28
PRAMEF14,Pramel14
PRAMEF14,Pramel4
PRAMEF14,Gm13102
PRAMEF14,Oog3
PRAMEF14,Oog2
PRAMEF14,Pramel29
PRAMEF14,Pramel5
PRAMEF14,Pramel30
PRAMEF14,Pramel31
PRAMEF14,Pramel15
PRAMEF14,Pramel13
PRAMEF14,Pramel33
PRAMEF14,Pramel34
PRAMEF14,Pramel35
PRAMEF14,Pramel36
PRAMEF14,Pramel37
PRAMEF14,Gm6351
PRAMEF14,Pramel38
PRAMEF14,Pramel39
PRAMEF14,Pramel40
PRAMEF14,AA792892
PRAMEF14,Pramel41
PRAMEF14,Pramel42
PRAMEF14,Pramel43
PRAMEF14,Pramel44
PRAMEF14,Gm6205
PRAMEF14,Gm3183
PRAMEF14,Gm6367
PRAMEF14,Pramel45
PRAMEF14,Gm16513
PRAMEF14,Pramel46
PRAMEF14,Pramel47
PRAMEF14,Pramel48
PRAMEF14,Gm3286
PRAMEF14,Pramel49
PRAMEF14,Pramel50
PRAMEF14,Gm7982
PRAMEF14,E330014E10Rik
ORAI3,Orai3
MTM1,Mtm1
ZSCAN29,Zscan29
PNRC2,Pnrc2
HAAO,Haao
OR10H3,Olfr63
CMTM4,Cmtm4
FERMT3,Fermt3
PAXIP1,Paxip1
TMEM233,Tmem233
SSX2B,Ssxb10
SSX2B,Ssxb9
SSX2B,Ssxb1
SSX2B,Ssxb2
SSX2B,Gm14459
SSX2B,Ssxb6
SSX2B,Ssxb3
SSX2B,Ssxb8
SSX2B,Ssx9
SSX2B,Ssxb5
SSX2B,Gm6592
SSX2B,Gm5751
SSX2B,Ssxa1
SSX2B,Gm21876
TRAV8-1,Trav9-4
TRAV8-1,Trav17
FABP6,Fabp6
CA2,Car2
NUAK2,Nuak2
SNORD102,Gm25091
C2orf66,Gm34066
GPR52,Gpr52
ACOT7,Acot7
COL17A1,Col17a1
TMEM97,Tmem97
MYCBP,Mycbp
SCRN3,Scrn3
TRPM8,Trpm8
CNTNAP4,Cntnap4
PARM1,Parm1
VTI1A,Vti1a
UBTFL1,Ubtfl1
ZFHX4,Zfhx4
RALYL,Ralyl
OFD1,Ofd1
NKX3-2,Nkx3-2
DLG3,Dlg3
FNTA,Fnta
ZC3H7B,Zc3h7b
CPEB2,Cpeb2
TIGD3,Tigd3
WDR3,Wdr3
EN2,En2
UGT1A9,Ugt1a10
UGT1A9,Ugt1a9
UGT1A9,Ugt1a8
LRRC49,Lrrc49
RAMP1,Ramp1
TBCD,Tbcd
ARFIP2,Arfip2
BCL9L,Bcl9l
RERG,Rerg
MEOX1,Meox1
OR2T35,Olfr721-ps1
PTPRCAP,Ptprcap
SLFN12,Slfn2
SLFN12,Slfn1
SLFN12,Slfn4
SLFN12,Slfn3
CSNK1D,Csnk1d
PIK3C2G,Pik3c2g
SFMBT2,Sfmbt2
CRH,Crh
SLC29A3,Slc29a3
OXCT1,Oxct1
ORC6,Orc6
GRM8,Grm8
PITPNB,Pitpnb
ISL1,Isl1
ERAL1,Eral1
SHE,She
ELOF1,Elof1
PIH1D1,Pih1d1
STK17B,Stk17b
TRIM43,Trim43a
TRIM43,Trim43c
TRIM43,Trim43b
SLC5A2,Slc5a2
SOWAHA,Sowaha
TMA7,Tma7
EIF4E3,Eif4e3
EIF3F,Eif3f
PRUNE2,Prune2
FMO2,Fmo2
PIK3CB,Pik3cb
FBXW10,Fbxw10
ZFAND4,Zfand4
MLYCD,Mlycd
WEE2,Wee2
SCN11A,Scn11a
ROMO1,Romo1
KCNAB3,Kcnab3
PAQR6,Paqr6
C16orf74,1190005I06Rik
C16orf74,Gm27021
CD247,Cd247
RAB19,Rab19
TIA1,Tia1
TLL1,Tll1
RABIF,Rabif
E2F7,E2f7
RASGEF1A,Rasgef1a
TRIM3,Trim3
CPNE2,Cpne2
KCNAB2,Kcnab2
FBP2,Fbp2
NRG1,Nrg1
S100A2,S100a2
EPHB1,Ephb1
GNL1,Gnl1
AANAT,Aanat
DYRK3,Dyrk3
UMPS,Umps
CES5A,Ces5a
METTL7B,Mettl7b
IFNLR1,Ifnlr1
IGSF21,Igsf21
HAVCR2,Havcr2
MYF5,Myf5
CILP2,Cilp2
CSTA,Csta1
CSTA,Stfa2l1
CSTA,Cstdc4
CSTA,Csta3
CSTA,Csta2
CSTA,Stfa1
CSTA,Cstdc6
CSTA,Cstdc5
CSTA,Stfa2
CSTA,Stfa3
C9orf116,1700007K13Rik
LSM4,Lsm4
RNF212,Rnf212
C16orf92,4930451I11Rik
RASL12,Rasl12
ELAVL3,Elavl3
ANXA1,Anxa1
ARMC1,Armc1
SFN,Sfn
LRRFIP2,Lrrfip2
LDAH,Ldah
C1QTNF12,C1qtnf12
LBX2,Lbx2
EXOC3L2,Exoc3l2
CCL7,Ccl7
TBATA,Tbata
PLEKHA2,Plekha2
CLSTN2,Clstn2
AGPAT4,Agpat4
ERC1,Erc1
SNORA20B,Gm24615
KYAT3,Kyat3
TIGD2,Tigd2
GRHL3,Grhl3
SIK3,Sik3
SPTAN1,Sptan1
TBC1D2B,Tbc1d2b
OR4C12,Olfr1255
OR4C12,Olfr1259
SPACA5,Spaca5
MRPL20,Mrpl20
TBCEL,Tbcel
SLC16A14,Slc16a14
TMIE,Tmie
HEYL,Heyl
SULT1A4,Sult5a1
PTPN18,Ptpn18
KIAA2012,Gm973
RN7SL591P,Gm24105
LRRC17,Lrrc17
SYF2,Syf2
RNU6-1014P,Gm25918
FOXA3,Foxa3
FXYD2,Fxyd2
OXTR,Oxtr
BMPR1A,Bmpr1a
ZFAND1,Zfand1
STXBP5L,Stxbp5l
NTSR1,Ntsr1
NPFF,Npff
EFCAB12,Efcab12
EXOSC8,Exosc8
PRR12,Prr12
TLK1,Tlk1
CCDC146,Ccdc146
KLHDC8A,Klhdc8a
CCND3,Ccnd3
TTF2,Ttf2
PCNX2,Pcnx2
CDK2AP2,Cdk2ap2
MARS2,Mars2
ISOC2,Isoc2b
ISOC2,Isoc2a
SYT1,Syt1
RIT1,Rit1
S100A6,S100a6
SLC30A1,Slc30a1
KRTAP1-4,Krtap1-5
PEX11G,Pex11g
BEST3,Best3
TM4SF4,Tm4sf4
MAK16,Mak16
NPHP4,Nphp4
SRSF7,Srsf7
DHFR2,Dhfr
SMYD5,Smyd5
PTRHD1,Ptrhd1
CFAP57,Cfap57
SRPK2,Srpk2
PAG1,Pag1
RCAN3,Rcan3
SNU13,Snu13
SIRT2,Sirt2
TYW5,Tyw5
ART3,Art3
FAM32A,Fam32a
COMT,Comt
PTPN20,Ptpn20
SLC25A17,Slc25a17
AP4B1,Ap4b1
AP4B1,Gm43064
MON1A,Mon1a
CNKSR3,Cnksr3
ZNF668,Zfp668
SYN1,Syn1
P4HA1,P4ha1
FOXB1,Foxb1
CCL22,Ccl22
TIMM10B,Gm45799
ITGAD,Itgad
QDPR,Qdpr
PTTG2,Pttg1
CCNG1,Ccng1
DNAH17,Dnah17
KALRN,Kalrn
MFN1,Mfn1
PHF10,Phf10
TMPRSS11F,Tmprss11f
BUD13,Bud13
CCDC171,Ccdc171
PSMA2,Psma2
NMUR1,Nmur1
CDC5L,Cdc5l
COBLL1,Cobll1
CEP85L,Cep85l
RNU6-504P,Gm25160
ATP6V1F,Atp6v1f
BRPF1,Brpf1
FAM43A,Fam43a
CLNS1A,Clns1a
PROSER2,Proser2
MBNL1,Mbnl1
ZC3H11A,Zc3h11a
DNASE1L3,Dnase1l3
NACA,Naca
FKBP5,Fkbp5
DBNDD1,Dbndd1
RNU6-1243P,Gm26131
LHFPL1,Lhfpl1
TSNAX-DISC1,Tsnax
ZNF426,Zfp426
CRYAA2,Cryaa
EPB41,Epb41
KANSL3,Kansl3
DCLRE1C,Dclre1c
SCAP,Scap
SNORD12B,Gm24123
CDC37,Cdc37
FAF1,Faf1
SHH,Shh
MYOM3,Myom3
USP48,Usp48
RPS23,Rps23
PHOSPHO2,Phospho2
DHX8,Dhx8
NAAA,Naaa
SNORA70,Gm23996
SNORA70,Gm25979
ENTHD1,Enthd1
POC1B,Poc1b
KLRB1,Klrb1a
KLRB1,Klrb1
KLRB1,Klrb1c
KLRB1,Gm44511
KLRB1,Klrb1b
KLRB1,Klrb1f
COL6A6,Col6a6
CACNG6,Cacng6
VPS13C,Vps13c
RNU6-496P,Gm23792
AKR7L,Akr7a5
SLC19A2,Slc19a2
MUC4,Muc4
GPR31,Gpr31b
XRCC2,Xrcc2
RUBCN,Rubcn
IPO7,Ipo7
SENP5,Senp5
TICRR,Ticrr
UNC45B,Unc45b
PARD3,Pard3
LEMD1,Lemd1
FAM71E2,Fam71e2
CDK10,Cdk10
SLC49A4,Slc49a4
ATP2B2,Atp2b2
GRSF1,Grsf1
HNF4G,Hnf4g
RNU6-729P,Gm25634
RHOU,Rhou
PLPP5,Plpp5
RAF1,Raf1
JAGN1,Jagn1
PLEKHA5,Plekha5
ZNF638,Zfp638
ARG1,Arg1
SEMA7A,Sema7a
YBX1,Ybx1
P2RX2,P2rx2
CLK3,Clk3
VTA1,Vta1
NCBP2AS2,0610012G03Rik
SNORA33,Snora33
TCEA2,Tcea2
C1orf50,AU022252
ADD1,Add1
ZNF639,Zfp639
MRPS12,Mrps12
EID2,Eid2
TRIM24,Trim24
STXBP3,Stxbp3
DEFB115,Defb28
TRIM71,Trim71
ACY3,Acy3
TIMP4,Timp4
IFNA8,Ifna15
IFNA8,Ifna14
IFNA8,Ifna9
IFNA8,Ifna12
IFNA8,Ifna13
IFNA8,Ifna16
IFNA8,Ifna2
IFNA8,Ifnab
IFNA8,Ifna7
IFNA8,Ifna11
IFNA8,Ifna6
IFNA8,Ifna5
IFNA8,Ifna4
IFNA8,Ifna1
ADORA2B,Adora2b
PSMC4,Psmc4
TYSND1,Tysnd1
TSPAN33,Tspan33
NR2E3,Nr2e3
LIN7A,Lin7a
FBXL19,Fbxl19
CAMK2N1,Camk2n1
RHOB,Rhob
GATAD2B,Gatad2b
CHMP6,Chmp6
MAGEB18,Mageb18
NRIP3,Nrip3
TCF7L2,Tcf7l2
KIF18B,Kif18b
H2BC5,H2bc14
RARB,Rarb
PON3,Pon3
FGFBP1,Fgfbp1
CPZ,Cpz
CRTAP,Crtap
CILP,Cilp
WDR48,Wdr48
H1-3,H1f3
CSGALNACT2,Csgalnact2
SELENOV,Selenov
MYOM1,Myom1
UBE3B,Ube3b
CES1,Ces1b
CES1,Ces1c
CES1,Ces1d
CES1,Ces1g
CES1,Ces1h
LBH,Lbh
CDRT4,Cdrt4
HCCS,Hccs
ACTL10,Actl10
TRAV38-1,Trdv2-2
RNU6-159P,Gm24502
RNU6-159P,Gm24178
RNU6-159P,Gm25828
CYB5R1,Cyb5r1
PPCS,Ppcs
ZBTB2,Zbtb2
NEURL1B,Neurl1b
FAM90A7P,Fam90a1b
CDC42EP1,Cdc42ep1
TNFRSF13B,Tnfrsf13b
PHACTR2,Phactr2
FSCN2,Fscn2
PDE4B,Pde4b
ARID5A,Arid5a
SF3B1,Sf3b1
ZSWIM7,Zswim7
AADACL3,Aadacl3
OR4C3,Olfr1264
PLEKHB2,Plekhb2
SUSD2,Susd2
C1orf158,1700012P22Rik
SUN5,Sun5
SSH3,Ssh3
RPL4,Rpl4
EFCAB8,Efcab8
PGLYRP3,Pglyrp3
NIBAN3,Niban3
SNORA65,Gm24613
PIGC,Pigc
NOM1,Nom1
CAPN2,Capn2
CYP17A1,Cyp17a1
SNORD42A,Snord42a
ELOVL1,Elovl1
TM2D2,Tm2d2
ZNF436,Zfp46
ARNTL,Arntl
SCN2B,Scn2b
FAM222A,Fam222a
WDR11,Wdr11
LXN,Lxn
SLC50A1,Slc50a1
RNU1-124P,Gm22809
RINL,Rinl
C9orf64,2210016F16Rik
CA5A,Car5a
TAF1C,Taf1c
